Product Name,Category,Specification,Price,Detailed Features
"Acer TravelMate Spin P4 Flip 2in1 Laptop 14"" WUXGA Touch",computers/laptops,Intel Core i5-1240P - 32GB RAM - 1TB SSD - Win 11 Home - 1yr warranty - AX WiFi 6E + BT5.2 - IR Cam - Thunderbolt4 - with Pen - MicroSD Card Reader - Backlit Keyboard,"1,655.32","Get a fresh perspective
Windows 11 provides a calm and creative space?where you can pursue your passion through a fresh experience. From a rejuvenated Start menu to new ways to connect to your favorite people, news, games and content.
  Boundless Performance
Experience unmatched adaptability with Intel's scalable client architecture. Game and multitask seamlessly on 12th Gen Intel Core mobile PCs, without any compromises."
"ASUS TUF Gaming A15 TUF506NCR RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,AMD Ryzen 7 7435HS - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6 + BT5.3 - Webcam - USB-C (with DP) - HDMI2.1 TMDS - RJ45 - 1yr warranty,"1,658.00",ASUS TUF GAMING A15 - OUTLAST THE COMPETITION
"MSI Thin 15 B12UC-1456NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i7-12650H - 32GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"1,658.99",
"Apple MacBook Air 13"" Laptop with M2 Chip - Silver",computers/laptops,"16GB RAM - 256GB SSD - 8-Core CPU - 8-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad","1,659.00",
"Apple MacBook Air 13"" Laptop with M2 Chip - Space Grey",computers/laptops,"16GB RAM - 256GB SSD - 8-Core CPU -8-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad","1,659.00",
"MSI Thin 15 B12UCX-1425NZ RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 1TB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard - 1Y Warranty,"1,659.00",
"Dell Latitude 5000 Series 5440 Business Laptop 14"" FHD",computers/laptops,Intel Core i5-1345U - 16GB RAM - 256GB SSD - Win 11 Pro - AX WiFi 6E + BT5.2 - Webcam - Backlit keyboard - 1Y Onsite Warranty,"1,661.92","Maximum performance and scalability
- Enable maximum productivity in more places and additional built-in hardware security with Intel vPro®, running on 13th Gen Intel® Core™ processors.
- Advanced thermals with larger fans that keep your device cool and quiet.
- Next-gen batteries with ExpressCharge analyse usage to extend run time and charge faster when you need a boost in power. Advanced Charge prevents overcharging to extend battery life."
"HP Probook 460 G11 Business Laptop 16"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,663.74",
"ASUS TUF Gaming A15 TUF507ZC4 RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12500H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty,"1,665.99",ASUS TUF Gaming F15
"Dell Latitude 5000 Series 5340 Flip 2in1 Business Laptop 13.3"" FHD Touch",computers/laptops,Intel Core i5-1335U - 16GB RAM - 1TB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,670.88","Maximum performance and scalability
- Enable maximum productivity in more places, running on 13th Gen Intel® Core™ processors in either U-series or P-series
- Lightning-fast response time and improved performance with up to 64GB memory
- Advanced thermals with new larger fans that keep your device cool and quiet
- Next-gen batteries with ExpressCharge analyze usage to extend run time and charge faster when you need a boost in power. Advanced Charge prevents overcharging to extend battery life"
"HP ProBook 440 G11 Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 7-155U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,696.00",
"MSI Thin 15 B12UC-1457NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"1,698.99",
"MSI Thin 15 B12UC-1456NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i7-12650H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"1,699.00",
"Lenovo ThinkBook 14 YOGA G4 Business Laptop 14"" WUXGA Touch",computers/laptops,- Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,713.01","Optimised for a higher performance, the ThinkBook 14 2-in-1 Gen 4 laptop boasts exceptional AI capabilities. It is equipped with robust Intel Core Ultra processors and combines the power of neural processing to expedite AI tasks. Whether writing code or making presentations - you can take full advantage of accelerated AI to improve your productivity. Plus, enjoy multitasking with superior battery performance that keeps you on the go all day and rapid charging when you need some juice. Get ready to enjoy the best AI PC experience.
Comfortable, Convenient & Always at Hand
Enjoy the versatility of a convertible laptop with the ThinkBook 14 2-in-1 Gen 4, which boasts the addition of the Lenovo Slim Pen. Magnetically attach it to the side of the keyboard and keep it conveniently within reach at your fingertips. Whether using it as a laptop or a tablet, get easy control for tasks like sketching, note-taking, navigation, or even signing a document with a bigger and more comfortable stylus."
"HP Victus 15-fa0033dx RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"1,717.34",
"HP ProBook 440 G11 Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 5-125U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,721.55",
"Lenovo ThinkBook 16 G6 16"" WUXGA Copilot+ PC",computers/laptops,Snapdragon X Plus X1P-42-100 - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,724.87","Reach new heights of performance with the Lenovo ThinkBook 16 Gen 7 laptop driven by Snapdragon X Plus processor. This Copilot+ PC ensures lag-free productivity and ultrafast responsiveness no matter the workloads. Plus, it boasts 45 trillions of operations per second (TOPS) - optimizing workflows and energy consumption during long stretches.
As Dynamic & Flexible as Work Demands
Savor the best of both worlds with Snapdragon's power and Windows' versatility. Count on ThinkBook 16 Gen 7 laptop for an intuitive computing experience with seamless connectivity and long battery life. With advanced capabilities, this device can efficiently handle whatever that comes your way -whether on the go or in any work setting.
Adaptive Assistance With Advanced AI"
"HP Victus 15-fa0004TX RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"1,735.95",
"ASUS Zenbook 14 UM3402YAR-KP399X 14"" WQXGA AMD Ryzen 7 7730U - 16GB RAM - 512GB SSD - Win 11 Pro",computers/laptops,- 1yr warranty - AX WiFi 6E + BT5.3 - Webcam - USB-C (with PD & DP) - HDMI2.1 TMDS - MicroSD - Backlit Keyboard,"1,736.99","ASUS Zenbook 14 - Incredible Comes From The Extra Hours
Measuring just 16.9 mm slim and 1.39 kg light, Zenbook 14 is built for effortless portability. Its breathtaking new design is timelessly elegant yet totally modern, and the expansive 16:10 2.5K NanoEdge display delivers pixel-perfect visuals. This bright up to 400-nit display that covers 100% of the sRGB color gamut for vivid colors. Zenbook 14 gives you superb performance, powered by the AMD Ryzen™ 7000 Series Processor, AMD Radeon™ graphics, 16 GB RAM and 512 GB PCIe® 3.0 SSD for superb performance, and there's a long-lasting 75 Wh battery. The Dolby Atmos sound system is powered by a smart amplifier for an extraordinary sound, and the design is packed with thoughtful features such as one-touch login with a fingerprint sensor on the power button, the new ASUS ErgoSense keyboard and touchpad, and ASUS NumberPad 2.0 for easy data entry. Our brand new monogram logo adorns the lid, and the chassis is finished in elegant Jade Black. Zenbook 14 brings you power, elegance, and portable perfection."
"Dell Latitude 5440 Business Laptop 14"" FHD",computers/laptops,Intel i5-1345U - 32GB RAM - 1TB SSD - Win 11 Pro - IR Cam - 1yr warranty,"1,741.43","Maximum performance and scalability
- Enable maximum productivity in more places and additional built-in hardware security with Intel, running on 13th Gen Intel® Core™ processors.
- Advanced thermals with larger fans that keep your device cool and quiet.
- Next-gen batteries with ExpressCharge analyse usage to extend run time and charge faster when you need a boost in power. Advanced Charge prevents overcharging to extend battery life.
  Ultimate security to work from anywhere"
"MSI Thin 15 B12UCX-1425NZ RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 1TB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard - 1Y Warranty,"1,759.01",
"HP Envy x360 14-es1023dx Flip 2in1 Laptop 14"" FHD Touch",computers/laptops,Intel Core 7 150U - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6E + BT - Webcam - 1Y Warranty,"1,759.50",
"HP Elitebook 665 G11 16"" WUXGA Touch Laptop",computers/laptops,AMD Ryzen 5 7535U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Onsite warranty,"1,769.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - Midnight",computers/laptops,"16GB RAM - 256GB SSD - 8-Core CPU - 8-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 30W USB-C Power Adapter","1,775.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - Starlight",computers/laptops,"16GB RAM - 256GB SSD - 8-Core CPU - 8-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 30W USB-C Power Adapter","1,775.00",
"HP Victus 15-fa1302TX RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,775.31",
"Dell Latitude 5000 Series 5440 Business Laptop 14"" FHD",computers/laptops,Intel Core i7-1365U - 16GB RAM - 256GB SSD - AX WiFi 6E + BT5.2 - FHD Camera - Backlit keyboard - Win 11 Pro - 1Y Onsite Warranty,"1,782.50","Maximum performance and scalability
- Enable maximum productivity in more places and additional built-in hardware security with Intel, running on 13th Gen Intel® Core™ processors.
- Advanced thermals with larger fans that keep your device cool and quiet.
- Next-gen batteries with ExpressCharge analyse usage to extend run time and charge faster when you need a boost in power. Advanced Charge prevents overcharging to extend battery life.
  Ultimate security to work from anywhere"
"HP OmniBook 5 16-af1020TU 16"" WUXGA Touch",computers/laptops,Intel Core Ultra 5-225U - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.4 - Webcam - USB-C (PD & DP1.4) - HDMI2.1,"1,786.69",
"HP ProBook 465 G11 Business Laptop 16"" WUXGA",computers/laptops,AMD Ryzen 5 7535U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,787.71",
"Lenovo ThinkBook 16 G7 16"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Oniste Warranty,"1,789.00","The ThinkBook 16 Gen 7 is ideal for SMB owners, power users, and professionals on the go. Powered by Intel Core Ultra processors, this 16? laptop taps into unmatched AI-assisted productivity and allows you to handle everything from data analysis to content creation with ease. Plus, enjoy optimised performance with dedicated AI engines, including the low-power neural processing unit (NPU) that enables you to do more, unplugged.
Fast Access, Full Protection
Equipped with advanced security features, the ThinkBook 16 Gen 7 laptop offers comprehensive data-device protection. Its match-on-chip fingerprint reader integrated on the power button allows secure login and instantaneous bootup, while its Trusted Platform Module (TPM) encrypts crucial data. Plus, it comes with a Kensington Nano Security Slot that provides defence against physical theft. And, for extra privacy, there is a webcam privacy shutter that can be toggled off for convenience."
"Dynabook Tecra A40-M Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 5-125H - 16GB RAM - 256GB SSD - Win 11 Pro - 3Y Warranty,"1,793.00","Dynabook Tecra A40-M 14"" WUXGA Business Laptop Intel Core U5-125H - 16GB RAM - 256GB NVMe SSD - Win 11 Pro - 3Y Warranty"
"HP ProBook 460 G11 LTE Business Laptop 16"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win 11 Pro - AX WiFi6E + BT5.3 - Webcam - USB-C (with PD & DP1.4) - HDMI2.1,"1,794.00",
"HP EliteBook 665 G11 Business Laptop 16"" WUXGA",computers/laptops,AMD Ryzen 5 7535U - 32GB RAM - 1TB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - 3Y NBD Onsite Warranty,"1,794.00",
"MSI Thin 15 B13VE-1421NZ 15.6"" FHD 144Hz RTX 4050 Gaming Laptop",computers/laptops,Intel Core i7-13620H - 16GB RAM - 512GB SSD - NVIDIA RTX 4050 6GB - Win 11 Home - 1Y Warranty - AX Wi-Fi 6E + BT5.3 - Blue Backlit Keyboard,"1,798.98",
"MSI Thin 15 B13VE-1421NZ 15.6"" FHD 144Hz RTX 4050 Gaming Laptop",computers/laptops,Intel Core i7-13620H - 16GB RAM - 512GB SSD - NVIDIA RTX 4050 6GB - Win 11 Home - 1Y Warranty - AX Wi-Fi 6E + BT5.3 - Blue Backlit Keyboard,"1,799.00",THIN 15 B13V
"HP EliteBook 660 G11 Business Laptop 16"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y NBD Onsite Warranty - AX WiFi 6E + BT5.3 - FPR - IR Cam,"1,805.50",
"ASUS Vivobook X1704VA 17.3"" FHD Laptop",computers/laptops,Intel Core i7-1355U - 16GB RAM - 512GB SSD - AC WiFi 5 + BT4.1 - Webcam - USB-C - HDMI1.4 - Win 11 Pro - 1Y Warranty,"1,807.00","ASUS Vivobook 17 - Make every day your day
Turn everyday tasks into something special with Vivobook 17, your essential tool for getting things done easier, anywhere. It's completely user-friendly too, with its 180° lay-flat hinge and physical webcam shield. ASUS Antimicrobial Guard Plus protects frequently-touched surfaces from harmful bacteria, safeguarding your health. Make all your days more enjoyable with Vivobook 17!
  Performance - Power on tap
With Vivobook 17, you're always ready to take on any everyday task, whether it's work, play or entertainment. Whatever you need to achieve, there's always plenty of computing power on tap with up to the 13th Gen Intel® Core™ processor, 16 GB of fast memory, 512 GB of speedy SSD storage and comprehensive range of wireless connectivity up to WiFi 5 allows you to load online content in the blink of an eye."
"HP Victus 15-fa0004TX RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"1,807.80",
"HP ProBook 445 G11 Business Laptop 14"" WUXGA",computers/laptops,AMD Ryzen 5 7535U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,810.48",
"HP Elitebook 640 G11 Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - 3Y NBD Onsite Warranty,"1,817.00",
"Lenovo ThinkPad L14 G4 14"" FHD Laptop",computers/laptops,Intel Core i5-1335U - 16GB RAM - 256GB SSD - Win 11 Pro - AX WiFi 6E + BT5.1 - 1Y Onsite Warranty,"1,834.00","Powerful performance whenever you need it
Powered by13th Gen Intel® Core™ U  series processors, the ThinkPad L14 Gen 4 laptop will inspire productivity. Plus, this device is a high-performing partner for the work-from-anywhere workforce.
  Smarter security
The ThinkPad L14 Gen 4 laptop boasts a power button that's activated by a fingerprint reader. What's more, ThinkShield hardware and software components with integrated discrete Trusted Platform Module (dTPM), the added security of Windows 11, Microsoft Secured-core PC."
"HP Probook 460 G11 Business Laptop 16"" WUXGA",computers/laptops,Intel Core Ultra 7 155U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,836.55",
"Lenovo ThinkBook 14 G7 Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 7 155U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,837.16","The Performance you Need
The ThinkBook 14 Gen 7 laptop is ideal for SMB owners, data engineers, and professionals on the go. Powered by Intel® Core™ Ultra processors, this 14? laptop taps into unmatched AI-assisted productivity and allows you to handle everything from data analysis to content creation with ease. Plus, enjoy optimised performance with dedicated AI engines, including the low-power neural processing unit (NPU) that enables you to do more, unplugged.
  Security-Beyond the Basics"
"MSI Thin 15 B12UC-1456NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i7-12650H - 16GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"1,849.00",
"HP Probook 460 G11 Business Laptop 16"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,863.00",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - 13.8"" HDR Touch Display - Win 11 Home","1,874.99",
Microsoft Surface Pro (11th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Home","1,874.99",
